,0,1,2
4678,4679,अब ओपन सेल उपलब्ध जानें दाम स्पेसिफिकेशन्स,non-hostile
4679,4680,कोरोना वैक्सीन इंजेक्शन लगने रूसी राष्ट्रपति व्लादिमीर पुतिन बेटी मौत गई ।,fake
4680,4681,कर्म भूमि सम्मान करती वो देश सम्मान करेंगे । स्वार्थी लोग सिर्फ पैसे जीते । कंगना,offensive
4681,4682,अठावले सिब्बल आजाद अन्य दिग्गज कांग्रेसी नेताओं भाजपा मिलीभगत आरोप लगाया इसलिए ज्योतिरादित्य सिंधिया इस्तीफा देना चाहिए भाजपा शामिल जाना चाहिए । w,non-hostile
4682,4683,क्या कोरोना महामारी दौर देश असंगठित क्षेत्र बर्बाद,non-hostile
4683,4684,आरआरआई वैज्ञानिकों क्वांटम अवस्था आकलन नए तरीके पता लगाया महत्वपूर्ण क्वांटम कार्य विधि सरल बना विवरण,non-hostile
4684,4685,कंगना स्थान अगर मुस्लिम फिल्मी कलाकार मुम्बई तुलना गोदी मीडिया बीजेपी उसको नही पूरे मुस्लिम पाकी कह देते ।,non-hostile
4685,4686,न्याय विभाग उपरोक्त पद पेओन क्लर्क गार्ड चपरासी हेतु आवेदक सीधी भर्ती सरकारी नौकरी चयनित लिया,fake
4686,4687,कोरोना भागों विभक्त गए । वो अधिक सावधानी रख वो बिंदास घूम ।,hate
4687,4688,कसम खा चुके जाय लोगोँ सच बताना । गुमराह रहेंगे लोग पूछना ध्यान देना छोड़ देंगे । होगा क्या करियेगा चाचा । सबको पता चल जायेगा झूठे साबित जायेगा ।,offensive
4689,4690,सर रेटिंग बड़ जाए,hate
4690,4691,बोली सरकार लोन किस्त राहत साल बढ़ाई सकती v,non-hostile
4691,4692,कांग्रेस प्रवक्ता आरोप लोग मोदी सरकार एजेंडा चलाते बारे जल्द निर्णय देखते ।,non-hostile
4692,4693,दिशा सालियां चार लोगों बलात्कार बड़े नेता बॉडीगार्ड सहित चार लोग हाथ पैर पकड़कर मंजिल फेंक चश्मदीदएक बॉलीवुड बेटी इतनी बर्बरता कमीना भांड मुहं खोल बेशर्म,defamation
4693,4694,कोविड वैक्सीन चिकित्सा लक्षणों आधार जाती इसलिए बचाव अच्छा तरीका सावधान सतर्क रहें चिकित्सा स्वास्थ्य अमित मोहन प्रसाद,non-hostile
4694,4695,जन्माष्टमी मोर पंख इतना ज्यादा महत्त्वपूर्ण इतने मोर जीवों हत्या जायज़ आखिर बकरीद कुर्बानियां हंगामा क्यु मचे चर्चा हक़ इनको दे धयान मोर राष्ट्रीय पछी बेधड़क,fake
4695,4696,उड़ता मुंबई कांपते सुपरस्टार घबराते नेता नंगा भागते मौन विपक्ष तभी मुमकिन 🙏,fake
4697,4698,किसानों मौत दुख लीजिए सम्राट अमित शाह आपकी बहादुर फौजे मध्यप्रदेश सर्जिकल स्ट्राइक,fake
4698,4699,yv w खून बहाए गा हर बूंद हिसाब होगा,hate
4699,4700,संविधान मूल ढांचे सिद्धांत दिलाने संत केशवानंद भारती रविवार निधन साल,non-hostile
4701,4702,उत्तर प्रदेश हमारी राजनीति विज़न प्लान जनता तय करेगी । आम आदमी पार्टी यूपी बढ़ती सक्रियता दिल्ली मुख्यमंत्री अरविन्द केजरीवाल मैंने विशेष साक्षात्कार हेतु आमंत्रित । कोरोना दिल्ली मॉडल कॉंग्रेस् बिखराव मुद्दे वो खुलकर बोले ।,non-hostile
4702,4703,प्रधानमंत्री मिनट चिल्लाकर लाल किला भाषण बार चीन नाम नही लिया । अब लोग समझ सकें देश दुर्भाग्य । व्यक्ति चीन नाम लेने डरे वो क्या देश चलाने लायक ।,non-hostile
4704,4705,मॉस्को द्विपक्षीय वार्ता चीनी रक्षा मंत्री बयान जारी किए जाने घंटे हमारी सरकार बयान आया । क्या हमारे पीएम लद्दाख चीन हारे किमी समय महल बगीचे मोर खेलने व्यस्त,defamation
4705,4706,औरत नीचता देखिए कितनी गिरी इसको मारने मुंह थप्पड़ बोल वायरल जाएगी,offensive
4706,4707,अक्षय कुमार भारतीय जनता पार्टी शामिल,fake
4707,4708,परीक्षा देने छात्रों रेलवे पहल1,non-hostile
4709,4710,योगी जलवा अलग रहता अगस्त धार्मिक उत्सव समारोह पूर्ण पाबन्दी रहेगी योगी सरकार मुहर्रम,defamation
4710,4711,चचेरे भाई नाबालिग बहन दुष्कर्म उसकी हत्या ऐसा जान रह जाएंगे दंग1,non-hostile
4711,4712,मुस्कुराती तस्वीर उसकी पास मुस्कुराने वजह देती रहती ❣❣✌😊✌,defamation
4712,4713,महाराष्ट्र सरकार कंगना सुरक्षा मिलने आश्चर्य जताया,non-hostile
4713,4714,बिहार चुनाव बदले माहौल बीजेपी वर्चुअल रणनीति डिजिटल माध्यम जनता पहुंचाएगी बात रिपोर्ट,non-hostile
4714,4715,तुम्हारे बाप मुंबई अरे ईश रेपिस्ट बोल होसियार बन अब मर । क्या रेपिस्ट साला कंगना खाना देने जाते जहा मुँह खुलना चाहिए वहा गुंगे जाते जीत स्पोर्ट हिसाब होगा । पब्लिक करेगी साला सकल ठरकी लगता,offensive
4715,4716,मुंबई पुणे एक्सप्रेस हाइवे टोल नाका लोनावला सेक्टर पार समय सावधान रहें ज्यादा देर कोहरा धुंध अंत सावधान रहना होगा ।,fake
4716,4717,दफ्तर रिया निकलीं पूछताछ करेगा कल पूछताछ रिया माना ड्रग्स डीलर बासित आता,non-hostile
4717,4718,चीन मुस्लिम भाइयों अत्याचार ।,fake
4718,4719,अप्रैल जून तिमाही भारत फीसदी भारी गिरावट फाइनेंशियल सेक्टर ग्रोथ पहुंची,non-hostile
4719,4720,ज़ुल्म सरे हुनर यूं आजमाएं गए ज़ुल्म हमने सहा ज़ालिम कहलाए गए,defamation
4720,4721,वर्षीय मॉडल मानसी दीक्षित मुजमल सय्यद हत्या उसका शव सूटकेस भर । इनटॉलेरेंस ब्रिगेड बयान राष्ट्रीय मीडिया कवरेज बॉलीवुड आक्रोश प्रदर्शन । लोग सोचते पीड़ित आरोपी धर्म फर्क पड़ता । क्या धर्मनिरपेक्षता,fake
4721,4722,दिग्गज जोकोविच क्यों डिफॉल्ट जानिए क्या नियम,non-hostile
4722,4723,मंदिर पिटता कानूनपुलिस केवल इसलिये पीटा वो मंदिर लोक डाउन पालन तोड़ने रोक लगा । ।,fake
4723,4724,बिकता रहेगा होंडा सिटी पुराना मॉडल नए लाख सस्ता,non-hostile
4724,4725,संजय राउत कंगना रनौत बीच मुंबई लेकर ज़ुबानी जंग छिड़ी थी1,non-hostile
4726,4727,अलीगढ़ सनसनीखेज मामला बेटियों उत्तेजक दवा खिलाकर समलैंगिक संबंध बनाती सौतेली मां,non-hostile
4727,4728,व्यक्ति भाषा उत्तर देना चाहिए तभी ठीक समझ पाता,offensive
4728,4729,कानून बनाओ सत्ता फुल बहुमत सामने क्यों रोते सरकार कानून बनाएं किसने रोका,defamation
4729,4730,गिरफ्तार बकरे काे मिली जमानतकानपुर बिना मास्क घूम बकरे योगी पुलिस गिरफ्तार खबर सुनने बकरा समुदाय डर माहौल बकरों मची मास्क खरीदने होड़ सूत्रों पता चला अब बकरे कागज ढूंढेंगे क्या पता कल अमित शाह कागज,fake
4730,4731,जिनका क़त्ल अगर वो दलित मुस्लिम क़त्ल वाला उत्तर प्रदेश क़ातिल सज़ा नही मिल सकती क्यों योगी सरकार जाती धर्म देख काम करती सालों ज़ुल्म मुसलमानों दलितों हमारे देश आज़ादी कभी नही ।,non-hostile
4731,4732,चिदंबरम अर्थव्यवस्था पटरी लाने केंद्र दिए सुझाव,non-hostile
4733,4734,डीडी न्यूज़ विशेष कार्यक्रम आत्मनिर्भर भारत चर्चा विषय सड़कें भारत विकास महत्वपूर्ण केंद्रीय मंत्री करोड़ों रुपये योजनाओं शुरूआत,non-hostile
4734,4735,मोक्षदायिनी माँ गंगा अविरल निर्मल हमारा प्रयास फलित ।,non-hostile
4735,4736,सुशांत केस सीबीआई रिया क्या क्या किये सवाल1,non-hostile
4736,4737,महाराष्ट्र तीन तलाक देकर रिश्ता तोड़ा पत्नी शिकायत पति खिलाफ मामला दर्ज1,non-hostile
4737,4738,नृत्य एक्टिंग गुरु अभिनेत्री पद्मश्री हेमा मालिनी मा मिनिटों साँस तक़लीफ़ चलते अस्पताल भर्ती । वर्षीय अभिनेत्री पिछले हफ्तों स्वास्थ संबंधी तकलीफ़े । पति बॉलीवुड माचो मैन धर्मेंद्र लड़कियां ईशा अहाना दोनों लड़के सनी बॉबी देओल ड्रीम गर्ल ऑफ इंडिया प्रार्थना गुजारिश ।,fake
4738,4739,सितम्बर मध्यप्रदेश अलग अलग क्षेत्रों चलाये गए ऑक्सीजन जाँच अभियान तस्वीरें । ,non-hostile
4739,4740,मध्य प्रदेश उज्जैन महाकाल मंदिर अब श्रद्धालु ज्योतिर्लिंग रगड़ सकेंगे दूध चढ़ाने अनुमति सीमित मात्रा लोगों मिलेगी,non-hostile
4740,4741,सर् सही हमारे बिहार नेता लालची पापी कमीना लुटेरा स्टार्ट उद्योग लगा पाया बेरोजगारी रोका पलायन इट मीन्स योग्य हमारे बिहार नेता इसलिए बार पूर्ण बहिस्कार भले आये पार्टी सरकार बने ।,offensive
4741,4742,सुप्रीम कोर्ट चिन्ह बदल जयते’ जगह । । यतो धर्मस्ततो जय । । धर्म जीत,fake
4742,4743,अमिताभ बच्चन राम मंदिर चुप सुशांत सिंह राजपूत चुप पालघर घटना चुप  ड्रग्स माफियाओं खिलाफ चुप जिसको सदियों नायक मानते नालायक निकला1,offensive
4743,4744,हुसैन शहादत मुसलमानों संदेश देकर बातिल ताकतवर क्यों अगर सच सर,hate
4744,4745,आइये कश्मीरियों सुरक्षा मौलिक अधिकारों आवाज उठाते,hate
4745,4746,ऑल इंडिया मजलिस ऐ इत्तेहादुल मुस्लिमीन प्रमुख असदुद्दीन ओवैसी बयान सेंट्रल गवर्नमेंट सात रोहिंग्या शरणार्थियों म्यांमार निर्वासित देश निकालना होगा,fake
4746,4747,रूस हाथ पैर जोड़कर समझौता नाक रगड़ चीन समझौता करा बेवकूफ भारतवासी मत बना देश नाक कटा दी अब इससे जीत बता देगी बेशर्मी हद गई डोकलाम किसके कब्जे थोड़ा बताने कष्ट करेंगी गलवान घाटी भारत हाथ चली गई समझ लो,offensive
4747,4748,उद्धव मुंबई तुमने कंगना ऑफिस गिराकर बाबा साहब इज्जत दुनिया सामने गिरा हमारे सारे रिश्ते खत्म दिए अब धर्म युद्ध होगा कौरवों पांडवों बीच जिसमें तुम्हारे विपक्ष खड़ा रहूंगा ।,fake
4748,4749,अयोध्या मस्जिद डिजाइन तैयार जामिया प्रोफेसर बोले हमारा उद्देश्य लाना v,non-hostile
4749,4750,जापानी मनोचिकित्सक अकिओशी किताओका बनाई छवियों दर्शकों मदद डिज़ाइन ताकि दिमाग स्तर माप सकें अनिवार्य रूप चित्रों देखते घूम रहें तनाव मुक्त धीरे धीरे घूम थोड़ा तनाव तेजी धूम ज्यादा तनाव परिणाम क्या,fake
4750,4751,प्रदेश उपाध्यक्ष उपस्थिति ग्वालियर चंबल संभाग ऑक्सीजन जांच अभियान प्रशिक्षण लेकर ग्वालियर महत्वपूर्ण बैठक आयोजित गई ।,non-hostile
4751,4752,पिछले साल समान अवधि तुलना वर्ष माल ढुलाई प्रतिशत अधिक बढ़ोतरी दर्ज रेलवे साल मिशन मोड काम पिछले वर्ष समान अवधि कमाई माल ढुलाई आंकड़े बड़े अंतर पार लियाविवरण,non-hostile
4752,4753,संस्कृति क्या आठ दिनों संस्कृति हत्यारे पता लखनऊ एसएसपी अपील जारी,non-hostile
4753,4754,पत्थर फ़ेकने कश्मीरी युवक सेना कुत्ते पत्थर कुते सरकार ऑर्डर इंतजार उसने सही ।,fake
4754,4755,थू नशेडिवुड शिखंडियो,defamation
4755,4756,नौजवान बड़े सपने करोड़ करोड़ चाहिए बह हजार पाकर परिवार पेट भरना चाहता इनके सपनों छीनने प्रयास,defamation
4756,4757,कंगना अंगना जैसी करनी वैसी भरनी1,offensive
4757,4758,कोरोना महामारी बीच बिहार तबादला देखें पूरी लिस्ट1,non-hostile
4758,4759,अरे भाई काहे बड़ा गुंडा भांड साला । लोग बिलावजह गुंडा बनाओ हमारे छततिस । सारी गुंडाई पिछवाड़े डाल देते ।,hate
4759,4760,साजिद खान ब्रैस्ट पकड़ बोला असली क्या रशेल व्हाइटहॉउसफुल रोल बोला सारे कपड़े उतारो मॉडल पौलाकुत्ते सेक्स साजिद अहाना कुमराअनुराग कश्यप बलात्कार कोशिश पायल घोषदिशा बलात्कार चश्मदीद,defamation
4760,4761,प्रणब मुखर्जी बारे क्या बोले आरएसएस प्रमुख मोहन भागवत,non-hostile
4761,4762,नेक दिल इंसान प्लाज्मा डोनेट करोल बाग निवासी परमजीत सिंह जग्गी कीमती जान बचाई । कोरोना ठीक अन्य लोग प्लाज्मा डोनेट लोगों जान बचा ।,non-hostile
4762,4763,बदतर सकती इकॉनमी स्थिति राहत पैकेज बढ़ाए सरकार राजन v,non-hostile
4763,4764,यूपीः यूट्यू्बर हीर खान मददगारों कसेगा शिकंजा भेजे जाएंगे जेल1,non-hostile
4764,4765,नीतीश कुमार विपक्ष साधा निशाना लोग भड़काएंगे दिन याद रखिएगा रिपोर्ट1,non-hostile
4765,4766,मस्जिद खाद्य सामग्री बाँटी ज़रूरतमंद हिन्दु पहुँच गये उसको कहकर भगा हिंदुओं व्यवस्था,fake
4766,4767,लखनऊ बिस्तर बड़े कोविड अस्पताल उद्धाटन करेंगे सीएम,non-hostile
4768,4769,अकेले केरल हर साल हाथी मार दिए जाते,fake
4769,4770,लेह एयरफोर्स सुखोई उड़ान भरी ब्लैक टॉप भारत क़ब्ज़ा,non-hostile
4770,4771,गलवान पैंगोंग जय हिंद सेना,non-hostile
4771,4772,अब मामा हद पार दीकोराना बहाना असली मुद्दा उपचुनाव टालना,defamation
4772,4773,नंगी कमीनी कॉमेडियन पार्टी,hate
4773,4774,टिक टोक बैन आजकल हर टिकटोकिया कह मियाँ ।,fake
4774,4775,अंधभक्तो पत्रकारिता हमारे लोग भड़वागिरी ।,offensive
4775,4776,काश शोक सभा मजाक फोटो अवसर खुद देखें । सेना शर्मसार डिफरेंशियल ऑबिसेंस । उदासीन आज्ञाकारिता व्यंग्यात्मक धारणा ।,fake
4776,4777,मुस्लिम समाज प्रचलित पुरुषों बहुविवाह निकाह हलाला चुनौती देने वाली याचिकाओं जल्द सुनवाई लगाने मना । सुनवाई संविधान पीठ गठन पाना संभव । पिछले साल मार्च मसले सरकार नोटिस जारी,non-hostile
4777,4778,शरजील इमाम खिलाफ यूएपीए तहत मुकदमा दर्ज,non-hostile
4778,4779,कोंसी कला लिंचिंग दिन आदमी भीड़ ज़रिए क़त्ल मुद्दे देहात मथुरा पुलिस फ़ोन जानकारी दी धारा तहत दर्ज करली गई साहब सख्त सख्त करवाई आश्वासन ।,non-hostile
4779,4780,पतंजलि कोरोनिल दवा रोक लगाने डॉक्टर मुजाहिद आयुष मंत्रालय नौकरी निकाल ।,fake
4780,4781,जम्मू कश्मीर लद्दाख अनुच्छेद ए हटाकर नागरिकों एकसमान अधिकार दिए जिससे नागरिक मुख्यधारा जुड़कर विकास पथ बढ़कर देश प्रगति अमूल्य योगदान दे लोगों रोजगार शिक्षा समान अवसर मिल ।,non-hostile
4781,4782,कमीना स्तीफा देकर राजनीति करे समझ आये जुगाड़ नौकरी मिली नीचता दिखा,defamation
4782,4783,देश राष्ट्रीय स्वयंसेवक संघ वो संगठन । देश हर विपत्ति समय सीना तान देश संकट उबारता,hate
4783,4784,तरफ सैन्य वार्ता चीन दूसरी तरफ घुसपैठ कोशिश,non-hostile
4784,4785,जिसके पास सीबीआई ईडी पास जेसीबी,offensive
4785,4786,सितंबर पोषण माह रूप मनाया जाएगा । पोर्टल खाद्य पोषण प्रतियोगिता आयोजन जाएगा मेम प्रतियोगिता होगी 1,non-hostile
4786,4787,मोहब्बत सूर दिल्ली पुलिस वालों इतनी मोहब्बती सूर मिलेगा सुनने दिल्ली पुलिस वालों जहरीले सांपों आतंकियों सुनो क्या बोल,offensive
4787,4788,यूरोप मुसलमानों आबादी तेजी बढ़ है1,non-hostile
4789,4790,लव जिहाद अंत हमेशा हिंदू लड़की मौत,fake
4790,4791,कपिल शर्मा शो पूर्ण बहिष्कार करती हूं उसका प्रोड्यूसर सलमान खान शो बहिष्कार करेंगे वो लिखे जिसने सुशांत दीप बुझाया अंधकार करदो,fake
4791,4792,पटना बिहार सैन्य पुलिस जवान महिला कॉन्स्टेबल मार डाला खुद सिर गोली मारकर खुदकुशी,non-hostile
4792,4793,पत्थर फेकने कश्मीरी युवक सेना पत्थर फेंका कुत्ते सरकार ऑर्डर इंतजार नही उसने वो सही हाल अब दिल्ली कुत्तों । जिहादी कुत्तों वफादार सिपाही संभाल ।,hate
4793,4794,कश्‍मीर पुंछ जिले आतंकवादियों ठिकाने पता लगा बडी हथियार बरामद,non-hostile
4794,4795,मुल्तान सुल्तान भारत महान क्रिकेटर वीरेंदर सेहवाग भाजपा शामिल,fake
4796,4797,बलरामपुर मकान जोरदार विस्फोट पड़ोसी तहस किशोर मौत मां बेटी गंभीर1,non-hostile
4797,4798,साल लगे आने सिर्फ साल लगे वापस जाने,defamation
4798,4799,मुजफ्फरपुर शेल्टर होम केस ब्रजेश ठाकुर अन्य खिलाफ मनी लॉन्ड्रिंग एक्ट तहत आरोप पत्र दायर रिपोर्ट,non-hostile
4799,4800,zz बेन स्टोक्स धमकी दे साला लगता पाकिस्तान जसे झोपडी रहते ओ बन स्टॉक,offensive
4800,4801,घुस पुलिसकर्मियों देखकर पोल्टू रोक तलाशी लेने लगे छोटे बच्चे हरकत देखकर पुलिस अधिकारी कॉन्स्टेबल सन्न रह गए ब्रिटिश पुलिस अधिकारी ठहाका मारकर हंसने लगा बोला “y yw,non-hostile
4802,4803,गोवा मनोहर पर्रिकर बेटे पापा निधन रास्ता बदल,non-hostile
4803,4804,माशाल्लाह स्वीडन मुस्लिमों ह्यूमन चैन बनाई ताकि स्वीडिश चर्चों यहूदी उपासनागृह भीड़ हमले बचाया सके इसलिए मुस्लिम शरणार्थी अन्य शरणार्थियों बेहतर आपने कभी क्रिस्चियन यहूदी हिन्दू देखा मस्जिद बचाते इस्लाम दुनिया एकमात्र शांतिप्रिय धर्म दुनिया कभी शांत रह सकती पूरी दुनिया इस्लाम ले,fake
4804,4805,लाइव राष्ट्रीय शिक्षा नीति संबंध,non-hostile
4805,4806,लॉन्च नया रुपये प्लान मिलेगी दिनों वैधता,non-hostile
4806,4807,हिमाचल प्रदेश विधानसभा मॉनसून सत्र शिमला शुरू,non-hostile
4807,4808,शेर लम्बी छलांग लगाने चक्कर इतना पीछे चला खाई गिरा 🙄,defamation
4808,4809,सुबह सोशल मीडिया वीडियो लाइम लाइट यूपी पुलिस जवाब नही आया घटना जिला शामली उत्तर,offensive
4809,4810,जितने नंबर ग्रुप छूटने नही चाहिए वीडियो सबको भेजिए वलसाड टीचर इसको इतना शेयर करो टीचर स्कूल दोनों बंद जाए ।,fake
4810,4811,पीएम मोदी अप्रैल दी गई स्पीच झूठे दावे किए,fake
4811,4812,फ़्रांस चार्ली हेब्दो पैगंबर मोहम्मद कार्टून छापा मैग्जीन झुकेंगे क्या अब विश्व ईट जवाब पत्थर देने तैयार,hate
4812,4813,कल स्वतंत्रता दिवस अवसर तिरंगे छोड़कर नीला झंडा फहराया पुलिस पहुंच गई डंडा लहराने लगी ।,fake
4813,4814,आत्महत्या कगार पहुंच गई हूं रोजी रोजगार छीन ली गई आर्मी स्टोर चालू जीने अंध भक्त आर्मी अफसर चलने दे आर बीजेपी इशारे कमीना घटिया किस्म इंसान गरीब ऊपर पावर इस्तेमाल लेती,defamation
4814,4815,फर्जी मेडिकल दस्तावेज मामले शिकायत दर्ज कराते,non-hostile
4815,4816,देश,non-hostile
4817,4818,यूपीः बांदा प्रेमिका खुदकुशी प्रेमी ट्रेन कूदकर दी जान1,non-hostile
4818,4819,ले लो ले लो ओ आओ ख़रीदार सौदा खरा खरा । खून व्यापार बेचूँ चाहूँ यार सौदा खरा खरा । नौकरी शिक्षा अब सौदा खरा खरा । देश नही बिकने दूँगा सौगंध मिट्टी मुफ़्त नही बेचूँगा क्योकि खून व्यापार ।,non-hostile
4819,4820,लाल चौंक श्रीनगर कभी तिरंगा फहराने भारतीय जान बाजी लगाया गर्व हिन्दुस्तान शान प्रतीक लहलहा । जय हिन्द जय हिन्द जय,fake
4820,4821,महिला डॉक्टर बिहार बड़े अस्पताल भयावह आरोप लगाते पिताजी इलाज साज़िश तहत मार शरीर अंग निकाल गए । महिला डॉक्टर आरोप अस्पताल अंग तस्करी चल । वाकई,non-hostile
4821,4822,टीवी शुरू सुशांत शो रिश्ता’ अंकिता लोखंडे बोली बार zy,non-hostile
4822,4823,मोटा साला ठुमुक ठुमुक अब उसको लाज बंद करो गलियन उसको नेता नालायक,offensive
4824,4825,व्यक्ति कानपुर आठ पुलिसवालों हत्या वाला विकास दुबे ।,fake
4825,4826,जीवन खाते महत्वपूर्ण क्या खाते महत्वपूर्ण । खाना पौष्टिक चाहिए । मेरा आग्रह क्षेत्र परिवार प्रचलित पौष्टिक स्थानीय व्यंजन बनाने विधि zw साझा ।,non-hostile
4826,4827,स्वदेशी रूप विकसित वायरस टेस्ट किट मंजूरी दे दी रुपये टेस्ट वर्तमान लागत मुकाबले रुपये टेस्ट होगी लागत डीआरडीओ अनुसार उपयोगी वेंटिलेटर आइसोलेशन ट्यूब सहित स्वदेशी उपकरण तैयार किए गये ।,non-hostile
4827,4828,मांझी नैया पार लगाएंगे सोनू सूद काशी नाविक परिवारों समाजसेवी बॉलीवुड एक्टर सोनू सूद मांगी मदद महज मिनट आया रिप्लाई अब भूखा सोएगा 1,non-hostile
4828,4829,मोस्ट डिमांडिंग कार मारुति बलेनो हुंडई क्रेटा अगस्त कार लोगों ज्यादा खरीदा इसने ऑल्टो वैगनआर छोड़ा पीछे,non-hostile
4829,4830,मुख्यमंत्री कल बीआरडी मेडिकल कॉलेज बाल चिकित्सा संस्थान शैय्या कोविड हॉस्पिटल लेवल चिकित्सालय लोकार्पण करेंगे गृह सूचना ,non-hostile
4830,4831,ऑस्ट्रेलिया तीन दशकों पहली बार मंदी चपेट,non-hostile
4831,4832,फ्रांस राफेल उड़ाने बोले एयर वाइस चीफ राफेल सुखोई गठजोड़ दुश्मनों पड़ेगा भारी,non-hostile
4832,4833,ट्रैक लौटे करनफिल्में बनाने करन जौहर बच्चों परवरिश लिख डाली किताब नाम द बिग थॉट्स ऑफ लिटिल लव,non-hostile
4833,4834,सच बोलते पैलेट गन लग जाता,offensive
4834,4835,पूरे भारत मज़हबी उन्मादियों ख़ौफनाक रूप सड़को नंगी तलवारों लग नारे चड्ढा चड्ढी वालों गोली मारो सालों मौत इशारा,fake
4835,4836,बिहार पूर्व जीतन राम मांझी बिना शर्त शामिल ऐलानरिपोर्टः,non-hostile
4836,4837,मकान बुलडोज़र चलने इतनी बौखलाहट क्यों ट्रेनें चल गई मुँह ताले लग गए,hate
4837,4838,साला टिकट ब्लैक वाला हमेशा नंबर रहेगा कुत्ते हजम,offensive
4838,4839,युद्ध कैदी बनने घोरी पृथ्वीराज अमरीका ड्रग पकडे जाने राहुल गाँधी अटलजी छुड़वा गलती दी थीये मोटाभाई गलती आता,hate
4839,4840,मोदीजी कोरोना काल डॉक्टर महान योद्धाओ रूप बोल किन्तु उत्तर प्रदेश मुजफ्फरनगर गर्ग हास्पीटल डाक्टर कोरोना मरीज गुर्दे निकाल बेचने प्रयास पकड़ा ।,fake
4840,4841,क्या इनके चेहरे बेबसी पढ़ पा करो सरकार,fake
4841,4842,सबके ।,non-hostile
4842,4843,कांग्रेस अध्यक्ष पद वाला ड्रामा समय समय टेस्ट सारे चमचे ठीक गुलाम बने नाकही निकल आए,defamation
4843,4844,मुंबई गोरेगांव नाले गिरे साल दिव्यांश घंटे सुराग पिता लापरवाही आरोपरिपोर्ट ,non-hostile
4844,4845,महाराष्ट्र सरकार प्रशाशन सन्तों न्याय देगासन्तों न्याय किये जांच जरूरी,hate
4845,4846,देशवासियों कोरोना झोंक मारना चाहते खुद मरेंगे जैसी करनी वैसी भरनी डब्ल्यूएचओ पाकिस्तान विश्व गुरु दिखा कोरोना कैसे लड़ी जाती दुनिया पाकिस्तान सीखना चाहिए शब्द डब्ल्यूएचओ,defamation
4846,4847,पत्रकार पेट लिखतें उतना देश धर्म लिखता हूँ बहुतों पेट दर्द,defamation
4847,4848,यूपी प्रयागराज कोरोना नए मामले रविवार मरीजों मौत1,non-hostile
4848,4849,कपिल शर्मा शो पूर्ण बहिष्कार करती हूँ । सलमान खान उसका प्रोड्यूसर ।,fake
4849,4850,पुलवामा आतंकी हमला भाजपा साज़िश थीभारतीय जनता पार्टी करतूत । दावे पुख्ता ऑडियो क्लिप प्रस्तुत जिसमें गृह मंत्री राजनाथ सिंह बीजेपी प्रमुख अमित शाह अज्ञात महिला बीच कथित बातचीत रिकॉर्ड गई । कश्मीर पुलवामा सीआरपीएफ जवानों काफ़िले हालिया हमले पीछे खतरनाक साज़िश ।,fake
4850,4851,तेरे जैसी कूत्ती कमीनी मैने देखी ।,hate
4852,4853,वीडियो वायरल जिसमें,non-hostile
4853,4854,बिहार वासियों संभल जाइए समझ जाइए इंसान इलाज मिल इंसान बीमारी तरफ तरफ मर जानवर इलाज बात फ्रॉड झूठ बोलता बात थोड़ा सा ध्यान मत दीजिए एमएसपी झूठ भारत घुसा,hate
4855,4856,आरा नेता यूनिवर्सिटी घुसकर प्रोफेसर पिटाई जानें क्या मामला,non-hostile
4856,4857,सरकारी उपक्रम मोदी जागीर समझते । मार्च फण्ड बना मार्च सरकारी उपक्रम करोड़ ले लिया । पैसा सरकारी ट्रस्टी बीजेपी सरकारी ऑडिट बाहर । क्या अंधेर कोविड मरीजों मदद नही ।,non-hostile
4858,4859,अगर आपसे गई बड़ी गलती आसान तरीके आपको वापस मिल जाएगी रकम,non-hostile
4859,4860,शाम प्रदेश कार्यालय आटो चालकों भोपाल जिला उपाध्यक्ष नेतृत्व आम आदमी पार्टी सदस्यता ग्रहण । ,non-hostile
4860,4861,भूतपूर्व नेता बरिष्ठ पत्रकार आसुतोष किसपर हमला बोल रहाआज आम आदमी पार्टी मकाम खड़ी गर्व कह भारत अगर पार्टी पाकिस्तान यात्रा चुके बीवियों कुत्ते छोड़ देते आम आदमी पार्टी । वीडियो नेता आशुतोष पार्टी लताड़ते दिखाया,fake
4862,4863,महुआ सीट छोड़कर हसनपुर सीट लड़ना चाहते तेजप्रताप यादव1,non-hostile
4864,4865,कंगना रनौत मिली वाई श्रेणी सुरक्षा अभिनेत्री बोलीं अब देशभक्त आवाज फासीवादी कुचल सकेगा,non-hostile
4865,4866,सोशल मीडिया मुंबई सुपरमार्केट मॉक ड्रिल वीडियो वायरलआतंकवादी पकड़ा । बंदूकें जब्त गई ।,fake
4866,4867,सस्ता सोना खरीदने सुनहरा मौका जानें लेटेस्ट प्राइस wvzx v,non-hostile
4867,4868,मंदिर परिसर विकास किन किन प्रोजेक्ट्स काम जाएगा जानकारी आजतक पास मौजूद है1,non-hostile
4869,4870,अव्वल दर्जे बैंगन शक़्स । आखिर ज़लील भाई,non-hostile
4870,4871,नचनिया अवैध निर्माण कार्रवाई बीजेपी दलाल मिडिया संघियो भगदड़ मच गई सोचो अडानी अंबानी बेचीं गई सम्पति जांच जाये क्या हाल होगा ।,offensive
4871,4872,डबल मर्डर युवक हत्या भाग बदमाश पुलिस मौजूदगी भीड़ पीटकर उतारा मौत घाट1,non-hostile
