0,1,2,3
335,336,दलितों अत्याचार । मंत्रालय निर्देश शिक्षक स्थाई निकाला नही जाएगा आरएसएस समर्थक दौलत राम कॉलेज प्रधानाध्यापक श्रीमती सविता रॉय दलित टीचर डॉ रितु सिंह निकाल । अब नही कह सकती वो दलित विरोधी नही । ,non-hostile
336,337,भारतीय क्रिकेट कंट्रोल बोर्ड बीसीसीआई अरब अमारात आईपीएल कार्यक्रम घोषित । पहला मैच अबूधाबी मौजूदा चैम्पियन इंडियंस सुपर बीच खेला जाएगा ।,non-hostile
337,338,वीडियो दावा आरएसएस व्यक्ति बुर्क़ा पहनकर पाकिस्तानी झंडा लहराया,fake
338,339,मुख्यमंत्री दिवंगत आत्मा शांति प्रार्थना परिजनों संवेदनाएँ व्यक्त । मुख्यमंत्री मुखर्जी निधन राष्ट्र अपूरणीय क्षति ।,non-hostile
339,340,यूपी हरदोई तीन लोगों पत्थर कूच हत्या सोते समय घटना अंजाम1,non-hostile
340,341,साला छक्का क्यों,hate
341,342,तमिलनाडु डीएमके नेता ऑन ड्यूटी महिला डॉक्टर लात घूसों जमकर पीटा मोदी चुप क्यों,fake
342,343,वैसे बात बताइए शाहीन बाग फिक्स रेट मोलभाव हिसाब किताब अभिजीत बैनर्जी न्याय योजना पटकनी दे दिए,offensive
343,344,उत्तराखंड राज्य निर्माण आन्दोलन प्राणों आहूति देने मसूरी खटीमा गोलीकांड अमर शहीदों विनम्र श्रद्धांजलि ।,non-hostile
344,345,कमीना बोर्नविटा क्विज़ कॉन्टेस्ट समझता संसद,defamation
345,346,देखें,non-hostile
346,347,दिन कैसा रहेगा जानिए हमारे राशिफल,non-hostile
347,348,आपदा अवसर तलाश बात बताना चाहिए सरकार भारत जनता आपदा अवसर,offensive
348,349,मोदी प्रधानमंत्री पद सच्चे दावेदार योगी होंगे मित्रों,hate
349,350,हमसे पूछा बुज़ुर्गों क्या अरे दिल्ली इतनी बड़ी सात बारा मुसलामानों डेक्कन चार मीनार पी आर कार्ड मुसलामानों,fake
350,351,जय हिंद सेना रण नियंत्रण,non-hostile
351,352,महीने अस्पताल कड़ी निंदा गयी । अस्पताल चारों तरफ़ तारीफ़ । अस्पताल डाक्टर्ज़ कर्मचारियों बधाई जिनके प्रयासों सम्भव ।,non-hostile
352,353,पप्पू यादव वित्त रहित शिक्षकों आंदोलन समर्थन देश निर्माता ठगा रिपोर्ट,non-hostile
353,354,चंद घंटों रुपये अधिक महंगी चांदी जानिए क्या गई कीमत v,non-hostile
354,355,अंबाला जैन बाजार मुल्ले साल लड़की रेप कोशिश जिसमें महिलाओं पकड़ उसको नंगा करके घुमाया घिनौनी सोच व्यक्ति खिलाफ सख्त सख्त कानूनी कार्रवाई होनी चाहिए ।,defamation
355,356,सरकार सरप्लस ट्रांसफर सात साल कम v z,non-hostile
356,357,लॉकडाउन किए गये घरेलू अंतरराष्ट्रीय उड़ानों टिकटों पैसा रिफंड जाएगा,non-hostile
357,358,अमेरिका मिल सकती खुशखबरी तीसरे फेज पहुंची कोरोना वैक्सीन,non-hostile
358,359,कुरआन कहता औरत खुदा बनाई बेमिसाल नेमत । बेमिसाल नेमत हमारे बिस्तर बरसानी चाहिए जनाब,fake
359,360,सुशांत सिंह राजपूत मामले अमित शाह ढ़ी टिप्पणी जल्द शूरु होगी सीबीआई जाँच ।,non-hostile
360,361,अर्जुन कपूर कोरोना संक्रमित पाए गए उन्होंने खुद बात जानकारी दी लिखा मेरा फर्ज़ आपको बताऊं मेरा कोरोना टेस्ट पॉजिटिव आया हल्के लक्षण मैंने खुद आइसोलेट लिया,non-hostile
361,362,गर्म रॉड बिजली शॉक पट्टे पिटाई गई नहाते समय डूबने मौत जबरन बयान लड़कों हालत गंभीर अस्पताल भर्ती दलित किशोर पीटकर गाड़ी फेंका रिपोर्ट डूबने मौत जिक्र बिधूना अंबेडकर नगर मामला,non-hostile
362,363,सुशांत केस रिया सुशांत बहन प्रियंका खिलाफ फर्जीवाड़े केस एम्स एक्टर विसरा जांच होगी जहर देने आशंका रिया पूछताछ जारी 1,non-hostile
363,364,साल पहली बार 1,fake
364,365,फेसबुक पक्षपात खिलाफ मुकदमा चलना चाहिए । पिछले वर्ष परिसंघ रैली अवसर माह बंद समझ नही आया ऐसा क्यों,non-hostile
365,366,गोरखपुर बीजेपी शासन गोरखपुर,hate
366,367,धार्मिक ग्रंथो वर्णित पिंडदान पितरों मोक्ष सद्गति प्राप्ति,non-hostile
367,368,अरे भाई लोग हराम पैसे लेते क्या साला रात बजे नेटवर्क सही नही चलता प्रॉब्लम नही लग भग साल ज्यादा,fake
368,369,लाख किसानों खाते डाले जाएंगे करोड़ रुपए आवेदन zw,non-hostile
369,370,मनरेगा टट्टी सृजन घोटाला धान सड़क पुलिया नाला बांध घोटाला भ्रष्टाचार सुनने आई नीतीश कुमार जाति पुलिस भर्ती किए जांच मामला बन हत्या बलात्कार मर्डर जमीन हड़पना जमीनों अवैध कब्जा तू मुद्दे मिनट टिक,defamation
370,371,परीक्षा नाम लाखों छात्रों ज़िंदगी खेल केंद्र सरकार केंद्र विनती पूरे देश दोनो परीक्षाएँ तुरंत रद्द साल एडमिशन वैकल्पिक व्यवस्था करे अभूतपूर्व संकट समय अभूतपूर्व कदम समाधान निकलेगा,non-hostile
372,373,मुख्यमंत्री निर्देश दिए बाढ़ प्रभावित जनपदों वरिष्ठ अधिकारियों कटान प्रभावित क्षेत्रों निरीक्षण आवश्यक रिपेयर सामग्री उपलब्धता सुनिश्चित कराई जाए ताकि बाढ़ कारण कटान बचाव सके राहत आयुक्त संजय गोयल,non-hostile
373,374,पटना महावीर कैंसर संस्थान जुलाई काफ़ी भीड़ गयी वीडियो सोशल मीडिया शेयर दिल्ली पुणे बैंगलोर हॉस्पिटल बताया जाने लगा पढ़िए,non-hostile
374,375,सुप्रीम कोर्ट न्यायी बाबू फैसला उत्तराखंड सकून देने वाला सुप्रीम कोर्ट सड़क राजमार्ग मार्ग,offensive
375,376,लद्दाख पैंगोंग पास भारत सैनिकों हथियारों तैनाती मजबूत,non-hostile
376,377,प्रदेश विगत घंटों कोरोना नए मामले आए । प्रदेश कोरोना एक्टिव मामले जिसमें लोग होम आइसोलेशन । प्रदेश अब मरीज पूरी उपचारित चुके चिकित्सा स्वास्थ्य अमित मोहन प्रसाद,non-hostile
377,378,आदरणीय जीपूरन चन्द्र जैन कोविद पीड़ित बेड सिटी अस्प गंगाराम करोलबाग भर्ती हैमुझे फोन बताया इलाज सही होरहा मरीज़ हालत बारे जानकारी अस्प देरहामदद संपर्क राजेश जैन,non-hostile
378,379,बैंकों खाते आएंगे इनकम टैक्स विभाग रडार v,non-hostile
379,380,सोशल प्लेटफार्म जरिये बीजेपी सत्ता आयी झूठ बातों प्रचार प्लेटफार्म आजकल साहब मिल वो बल्क । समय फिरता मालिक ।,hate
380,381,लाख हजार मीटर क्षेत्र बनेगा राम मंदिर1,non-hostile
381,382,दिल्ली स्कूलों क्लास रूम लैब कैमरा लगाने राज्य सरकार फैसले खिलाफ दायर याचिका आदेश देने सुप्रीम कोर्ट मना । याचिका लाख कैमरा लगाने छात्र छात्राओं निजता खिलाफ बताया,non-hostile
382,383,मुस्लिम महिला मोदी हमारी छोड़ो जसोदा बैन इंसाफ कब मिलेगा मोदी चेहरा छछून्दर,fake
383,384,भ्रष्ट केजरीवाल इतनी हिम्मत बढ़ गई मतलब बीजेपी समलैंगिक संबंध केजरीवाल,offensive
384,385,करोड़ अल्पसंख्यक कैसे विश्व दंगा शांतिदूत करो तमाशा निर्दयता विनाश दूसरा नाम,hate
385,386,अबे गद्दार चुतिया साले नीदरलैंड मस्ती बैठकर तुझे किसानों चिंता । कमीना,hate
386,387,अगले वर्ष तैयार जाएगा भव्य राम जन्मभूमि मंदिर अयोध्या विकास प्राधिकरण मंदिर मानचित्र ट्रस्ट सौंपा विकास प्राधिकरण मानचित्र पास समय निर्माण अवधि वर्ष निर्धारित निर्धारित करोड़ लाख रुपये ट्रस्ट बुधवार आरटीजीएस,non-hostile
387,388,सरकारी स्कूलों नतीजे आने हफ़्ते दिल्ली एजुकेशन डायरेक्टर केंद्र सरकार अंडमान ट्रांसफ़र गृह मंत्रालय राज्य सरकार सलाह क्या दिल्ली गरीब बच्चों अच्छी शिक्षा देने सजा,non-hostile
388,389,मोदी प्रधानमंत्री पद सच्चे दावेदार योगी होंगे मित्रों,defamation
389,390,प्रदेश कोविड टेस्टिंग कार्य तेजी । प्रदेश कल दिन अब सर्वाधिक सैम्पलों जांच गई । प्रदेश अब सैम्पलों जांच गई चिकित्सा स्वास्थ्य अमित मोहन प्रसाद,non-hostile
390,391,देश नेता गंदार संता कुत्ते दुम हिलाते फिरते अगर जंन्ता देश दोही नेता संत्ता लादीया ऐ लोग देश बेचने फिराक रहते,defamation
391,392,गहरा संबंध । पिछले वर्षों दिशा काफी प्रयास किए गए । जन भागीदारी जन आंदोलन बनाया । सितंबर पोषण माह रूप मनाएं । आइए पौष्टिक खाने स्वस्थ रहने प्रेरित ।,non-hostile
392,393,इंग्लैंड टीम दिग्गज खिलाड़ी मौका स्टीव स्मिथ हैरानv,non-hostile
393,394,तस्वीर लाल रंग प्लास्टिक वस्तु दिखाते दावा शादाब चोट नाटक ।,fake
394,395,कल स्वतंत्रता दिवस अवसर तिरंगे छोड़कर नीला झंडा फहराया पुलिस पहुंच गई डंडा लहराने लगी yw,fake
395,396,चीन पाकिस्तानी मुस्लिम व्यक्ति निर्ममता पिटाई सिर्फ़ इसलिए पास क़ुरआन मिली चीन प्रतिबंधित । चीन पाकिस्तानी मुस्लिम व्यक्ति निर्ममता पिटाई,fake
397,398,ब्लैक टाॅप चोटियो चीन हिस्सा मानने वाली कांग्रेसअब वहा भारत कब्ज़ा शर्म आ नही कांग्रेस ❓,hate
399,400,देखना पड़ेगा जिओ एयरटेल लाभ पहुंचाने खुलेआम लूट खेल प्राइवेट नेटवर्क पेमेंट करती हूं आत्मा दुखी जाती जानते पेमेंट करती हूं पैसा करप्शन भेंट चढ़ सरकारी नेटवर्क पेमेंट करती पैसा वापस पास आती,defamation
400,401,भारत दिन कोविड हजार ज्यादा मामले आए,non-hostile
401,402,खरीदने कंपनी बातें जरूर पूछें v 1,non-hostile
402,403,मोदी सरकार भारत भविष्य खिलवाड़ । परीक्षार्थियों सहज चिंताए सरकार हठ वजह अनदेखा । नौकरियां दीजिए खाली नारे नहींः राहुल गांधी,non-hostile
403,404,लगाओ लगाओ लगाओ जगाएंगे,offensive
404,405,केंद्रीय मंत्री कल सितंबर को ‘नीले आसमान प्रथम अंतरराष्ट्रीय स्वच्छ वायु आयोजित किए जाने वेबिनार अध्यक्षता करेंगे । वेबिनार लाइव शामिल विवरण wz,non-hostile
405,406,शिल्पा शिंदे छोड़ा गैंग्स ऑफ फिल्मिस्तान बोलीं कपिल शर्मा कंपीटीशन बना शो 1,non-hostile
406,407,शाहीन बाग रेट फिक्स वो चाहे ट्वीट,offensive
407,408,कोरोना काल कैसे निकालें पीएफ अकाउंट पैसे बेहद आसान तरीका v,non-hostile
408,409,बलात्कार पीड़ित महिलाओ देश गुण्डो मार जाता सिक्योरिटी दी जाती पुलिस ट्वीटर बकवास वाली अभिनेत्री तुरंत श्रेणी सुरक्षा प्रदान दी जाती । बाकी समझदार ।,offensive
409,410,जीडीपी गिरी कल खड़ी जाएगी मतलब नही देश देश बेचने वालों हवाले देमोदी जिंदाबाद रहेगा,hate
410,411,अगर हाथ हाथ रखकर अच्छे दिन इंतजार हैंतो अच्छे दिन टांग टांग रखकर भाजपा सरकार जाने इंतजार,hate
411,412,बिल्कुल सर । चलेगी मनमानी बीजेपी । किए वादो बीजेपी ।,hate
412,413,दिल्ली हल्की बारिश लोगों गर्मी राहत दी । विडियो मॉडल टाउन इलाके ।,non-hostile
413,414,कोरोना काल किए गए,non-hostile
415,416,लड़की गुनाह सिर्फ इतना हिन्दू वो शान्तिधूर्तो देश पाकिस्तान ।,fake
417,418,रक्षामंत्री राजनाथ सिंह हाइपरसोनिक टेक्नोलॉजी डेमोनट्रेटर सफल परीक्षण रक्षा अनुसंधान विकास संगठन बधाई दी । स्‍वदेश विकसित स्क्रैमजेट प्रोपल्शन प्रणाली उपयोग ।,non-hostile
418,419,राजधानी पटना दिनदहाड़े पेट्रोल पंपकर्मी लाख लूट विरोध अपराधियों पीटकर घायल रिपोर्ट,non-hostile
419,420,सिंगापुर भारतीय मूल नेता प्रीतम सिंह विपक्ष नेता पद संभालने इतिहास रच संसद सोमवार अगस्त जिम्मेदारी सौंपी,non-hostile
420,421,शख्स एक्सीडेंट आईफोन टूटने युवक हजार रुपये मांग ,non-hostile
421,422,पेरियार चैलेंज ओपन पंडा पंडित सिर्फ़ छत खाना पहुँचा दिखाए स्वर्ग दूर बात पंडा,defamation
422,423,राष्ट्रीय नेत्रदान पखवाड़ा अगस्त सितंबर जानें नेत्रदान जुड़ी अहम बातें1,non-hostile
423,424,पार पेट्रोल खामोश दलाल,offensive
424,425,भारतीय खगोलविदों ब्रह्मांड दूर नक्षत्र आकाशगंगा खोज लिया,non-hostile
425,426,सर्वे आयोजित कराया । सर्वे तय होगा साल परीक्षाएं आयोजित होंगी ।,fake
426,427,बस अब जनता बोलने । कुतिया कुतिया कुतिया,offensive
427,428,गृह मंत्री अमित शाह,non-hostile
428,429,स्कूल कॉलेज खोलने मोदी सरकार आदेश जारी गृह मंत्रालय राज्यों स्कूल खोलने परमिशन दी राज्यों मुख्य सचिवों भेजी चिट्ठी,fake
429,430,भारतीय वायु सेना भारत पूर्व राष्ट्रपति भारत रत्न प्रणब मुखर्जी निधन हार्दिक संवेदना व्यक्त करती । दुःख कठिन पल हमारी प्रार्थनाएँ परिवार । जय हिन्द,non-hostile
430,431,उत्तर प्रदेश संतुलित समावेशी विकास समग्र दृष्टिकोण आपकी सरकार नीतियों योजनाओं परिलक्षित । वर्गों विशेष रूप किसान नौजवान महिला गरीब वंचित तथा उपेक्षित पूर्ण प्रतिबद्धता कार्य । जय हिंद,non-hostile
431,432,भारत माता साल लाल । भारत माता पीलिया साला बेच ऊपर कर्ज ले दे नही सिवाए आश्वासन मित्रो,defamation
432,433,देश बिकने दूँगा देश चीजों बेच दूँगा,hate
433,434,पश्चिम बंगाल हूगली तेलिनीपारा चंदननगर,hate
434,435,मुर्दो बस्ती क्रांति बेकार जिनको गुलामी जीने आदत पड़ गयी जगाना बेकार,defamation
435,436,नीतीश कुमार वर्चुअल रैली कहना चाहूंगा बिहार युवाओं प्रदेश उनसे वास्तविक बातें चाहेंगे । नीतीश कुमार बताना चाहिए सालों उन्होंने कितने लोगों कोरोना बाढ़ वो गायब क्यों yy,non-hostile
437,438,देशद्रोही नारे लगाने कन्हैया कुमार तू नंबर गधा साले कमीनी,offensive
438,439,कोरोना काल हमारे डॉक्टर्स जान परवाह किए बग़ैर दिन रात मरीज़ों इलाज । कोरोना वॉरियर डॉक्टर जावेद अली हाल कोरोना निधन । परिवार करोड़ सहायता राशि दी । भविष्य परिवार ख़्याल रखेंगे ।,non-hostile
439,440,सुशांत केस एम्स सुशांत विसरा जांच होगी जहर देने आशंका रिया लगातार दिन पूछताछ जारी गिरफ्तारी सकती 1,non-hostile
440,441,सुशांत केसः रिया माता पिता समन दिल्ली मुंबई टीम बीच बैठक,non-hostile
441,442,बार लौटी सोने चमक जानिए नई कीमत v 1,non-hostile
442,443,विधायक मंत्रालय कर्मचारी कोरोना पॉजिटिव होगा प्रश्नकाल1,non-hostile
443,444,दिल्ली दिन ज्यादा नये केस हरियाणा दिन सर्वाधिक मौतें,non-hostile
444,445,राष्ट्रपति,non-hostile
445,446,उन्होंने जमीर इंसानियत बेचा पैसे कामयाबी केलिए । चोर शेरनी मुंबई आने रोक सर्म आती महिलाओं कुत्तों समर्थन प्रदर्शन ।,hate
446,447,राहुल गांधी चुनाव पंडित कोरोना काल डॉक्टर गलवान घाटी घटना समय रक्षा विशेषज्ञ चीन कड़ा जवाब अर्थशास्त्री ।,hate
449,450,संसद सत्र दौरान कोरोना संक्रमण बचाव हेतु स्वास्थ्य मंत्रालय आईसीएमआर एम्स डीआरडीओ विशेषज्ञों सुझावों पालना जाएगी । सांसदगणों कोरोना टेस्ट करवाने आग्रह जाएगा । निजी स्टाफ संसद कर्मचारियों सुरक्षाकर्मियों मीडियाकर्मियों टेस्ट होगा ।,non-hostile
450,451,शुरुआत तुमने अंत करेंगे । भारत माता जय जय जवान जय भारत वन्दे मातरम्,hate
451,452,दिल्ली मुख्यमंत्री डेंगू खिलाफ शुरू किये,non-hostile
452,453,रवीश कुमार देखें देस बात,non-hostile
453,454,सुशांत सिंह राजपूत केस बढ़ीं रिया चक्रवर्ती मुश्किलें एनसीबी एसआईटी गठन1,non-hostile
454,455,मनमोहन सिंह पाकिस्तानडराता चीन गिड़गिड़ा मोदी खौफ,hate
455,456,जानें बिहार पुलिस वर्ष अधिक उम्र जवानों काम समीक्षा संबंध जारी आदेश सच रिपोर्ट1,non-hostile
456,457,पोस्टरशोविक जरिए ड्रग्स मंगवातीं रियारिया चक्रवर्ती खिलाफ बड़े सबूतदेखिए खास रिपोर्ट,non-hostile
457,458,छिनरा नेहरू कह गए इंदिरा ऐसा पोता आएगा करेगा कांग्रेस भाजपा जीताएगा,hate
458,459,क्या लाख ट्वीट सरकार नींद तोड़ हैंदेखिए देस बात रवीश कुमार साथशाम बजे सिर्फ इंडिया,non-hostile
459,460,कमीनी क्रूर जल्लाद कांईया निष्ठुर सरकार,hate
460,461,शव बदलाव कारण लोगो भय । लोग अंग तस्करी नाम दे । मृतक शव पारदर्शी चाहिए,non-hostile
461,462,पिछले घंटे हजार नये मामले सामने आने संक्रमित मरीजों लाख हजार गई ।,non-hostile
462,463,बिहार रेप केस लिखी जाती कंप्लेंट झूठे मुकदमों फंसा जेल भेज दी जाती हत्या केस रजिस्टर बाकी केस कैसे होगी बिहार बुरी हालत,hate
463,464,गृह मंत्रालय ट्रेन हवाई यात्रा प्रतिबंध जून देश पूर्ण लॉकडाउन लागू ।,fake
464,465,क्या आपने खान गैंग फ़िल्म ट्रेलर रिपोर्ट कियाआलिया भट्ट सडक बहिष्कार शाहरुख खान पठान टीपू सुल्तान बहिष्कार स्वरा भास्कर फ़लश बहिष्कारआमिर खान लाल सिंह चड्ढा बहिष्कार1,fake
465,466,अगस्त दोपहर सवा बजे प्रधानमंत्री नरेन्द्र मोदी अयोध्या भगवान श्रीराम भव्य मंदिर भूमि पूजन अनुष्ठान करेंगे गौरवमयी अवसर सज धज तैयार पावन अयोध्या नगरी । । जय राम,fake
466,467,अगर पिंकी रायबरेली चुनाव लड़े सामने कंगना रनौत उतार उसकी सारी राजनीति उसकी दादी नाक घुसेड़ देगी,defamation
467,468,वाईस एडमिरल आर सरमा भारतीय नौसेना चीफ ऑफ मेटेरियल पदभार संभाला,non-hostile
468,469,फोटो दिन बेंगलुरु दंगे । तलवार हाथ भीड़ बढ़ती दिख ।,fake
469,470,मुख्यमंत्री आदरणीय प्रधानमंत्री नेतृत्व देश कोरोना लड़ाई लड़ ।,non-hostile
470,471,दिल्ली दंगो हाथ कमीने,defamation
471,472,डोंगरी बिल्डिंग गिरने लाइव वीडियो ।,fake
472,473,नसीरुद्दीन शाह तबियत ठीक सुना हास्पिटल भर्ती । दोस्तों गुजारिश दुआ करे वो जल्दी ठीक जाए ।,fake
473,474,प्रशांत भूषण रूपये जुर्माना भरूँगा,non-hostile
474,475,यूपी मुजफ्फरनगर तेजी फैल कोरोना सरकारी कर्मचारी पॉजिटिव दफ्तर बंद1,non-hostile
475,476,क्या भारत अब फिल्म अभिनेता नसीरुद्दीन शाह तबीयत ख़राब अस्पताल भर्ती,fake
476,477,ब्राह्मणों बंदूक लाइसेंस योगी सरकार मांगी जानकारी,non-hostile
477,478,गूगल इंडिया एप्पल इंडिया केंद्र सरकार प्लेटफॉर्म चाइनीज ऐप हटाने आदेश ।,fake
478,479,कहता हर चीज उपयोग जरूर,defamation
480,481,बांसगांव आज़मगढ़ दलित प्रधान सत्यमेव जयते हत्या इसलिए दी उन्होंने गलत काम हस्ताक्षर मना । अत्याचार सरकार रहता । फर्क विचारधारा कृत्य समर्थन करती ।,non-hostile
483,484,मत समझना गज़वा ए हिन्द मिशन सिर्फ़ शांतिदुत लगे दोगले सेक्युलर हिन्दू मिशन संगे साथी,hate
484,485,क्या भारत बिल्कुल गवार नेता मंत्री बनते,defamation
485,486,अहमदाबाद गुजरात सड़को निकले मजदूर राशन गोली मार कैसा गुजरात मॉडल,fake
486,487,पूर्व राष्ट्रपति प्रणब मुखर्जी निधन1,non-hostile
487,488,गुलज़ार साहब पसंदीदा शेर,non-hostile
488,489,नेग देते सेक देता वो गरम गरम तवे । कमीना,hate
489,490,मारुति सुजुकी शानदार परफॉर्मेंस अगस्त सेल्स मिली रफ्तार,non-hostile
490,491,अबे नई चीज गई राहुल गांधी आजादी चाहिए लोगों इनकी मदद जाए,fake
491,492,सवालों फंसी रिया चक्रवर्ती ऐसा कबूला ड्रग्स लेने बात1,non-hostile
492,493,कपिल शर्मा शो पूर्ण बहिष्कार करती हूं उसका प्रोड्यूसर सलमान खान शो बहिष्कार करेंगे वो लिखे जिसने सुशांत दीप बुझाया जीवन अंधकार करदो ।,defamation
493,494,केंद्रीय मंत्री विजयनगर इंस्टीट्यूट ऑफ मेडिकल साइंसेज सुपर स्पेशलिटी ट्रॉमा सेंटर उद्घाटन पूर्व प्रधानमंत्री,non-hostile
494,495,बीजेपी लाई गई चीजें मीडिया आपको कभी बताएगा । योगी सरकार कुशासन ख़िलाफ लखनऊ उत्तर प्रदेश सीपीआई एम रैली ।,fake
495,496,पत्थर कश्मीर फैंके जाते गाड़ियाँ जलती जानते क्यों हिन्दू,offensive
496,497,प्रयागराज महाकुम्भ अध्भुत दृश्य ।,fake
497,498,कांग्रेस नेता राहुल गांधी जीडीपी रोजगार लेकर मोदी सरकार एकबार निशाना साधा । राहुल ट्वीट भारत मोदी मेड डिजास्टर्स परेशानी । 1,non-hostile
498,499,हाईकोर्ट जेईई मेन एग्जाम रोक लगाने मना छात्र परीक्षा अप्लाई1,non-hostile
499,500,कांग्रेस परिवारवाद पिछले साल पार्टी निकाले गए नेताओं सोनिया गांधी परिवार मोह ऊपर उठकर सोचें प्रियंका कामकाज सवाल उठाए 1,non-hostile
501,502,लखनऊ मुख्तार अंसारी डालीबाग स्तिथ आवासीय टावर गिराया लगभग ढाई सौ अधिक पुलिसकर्मी अधिक जेसीबी मशीनों काम अंजाम,offensive
502,503,प्रिय मित्र अबु आज़मी कितने गर्व पाकिस्तान ज़िंदाबाद नारे मुंबई घूम अब इसको क्या जाए,defamation
503,504,पूर्ण आखिरी एकीकरणहम संविधान अनुच्छेद समाप्त देंगे राज्य पूर्ण अंतिम एकीकरण जम्मू कश्मीर अलग अलगाववादी आधार खड़ा । भाजपा चुनावी घोषणा पत्र,non-hostile
504,505,राफेल फाइटर जेट क्रैश,fake
505,506,ज़ेड प्लस लेकर वाई प्लस सिक्योरिटी मतलब क्या,non-hostile
506,507,जिला जेल रेवाड़ी रोग प्रतिरोधक क्षमता बढ़ाने आयुष काढा आयुर्वेदिक औषधियां बांटते आयुष विभाग कर्मचारी ।,non-hostile
507,508,विश्विद्यालयों अन्याय पूर्ण नियुक्ति प्रक्रिया सरकार बोलतीक्योंकि थाली चट्टे बट्टे हैंचाहे सपा बसपा कांग्रेस भाजपासब रिश्तेदार चिंता,non-hostile
508,509,उतने बच्चे पैदा करो जितनो दूध पिला सको शिवलिंग दूध चढ़ाना तय करेंगे,offensive
509,510,संजय सिंग खान गुंडा मवाली कमीना नीच पाखंडी मुल्ला,defamation
510,511,ज्यादातर कंपनियों मिलेगा लोन रिस्ट्रक्चरिंग फायदा जानिए क्यों v,non-hostile
511,512,भारत चीन तनाव बोले अमेरिकी पीएम मोदी बताया मित्र,non-hostile
513,514,महाराष्ट्रः पालघर नाला सोपारा अचोल इलाके कल देर रात मंजिला इमारत ढह गई । हालांकि हताहत सूचना वक्त इमारत गिरी खाली । 1,non-hostile
514,515,क्या भारत डिजिटल बैंकिंग प्लान राहुल गांधी बीजेपी बोला हमला v,non-hostile
515,516,ताइवान चीन दोनों रिपोर्ट्स खंडन जिनमें दावा ताइवान चीन फाइटर प्लेन मार गिराया ताइवान जारी प्रेस विज्ञप्ति वायुसेना सूचना खंडन 1,non-hostile
516,517,1,non-hostile
517,518,कोरोना संकटकाल प्रदेशवासियों उच्च स्तरीय चिकित्सा सुविधा उपलब्ध कराई । उत्तर प्रदेश देश पहला राज्य कोरोना संक्रमित मरीजों लाख अधिक कोविड बेडों व्यवस्था गई ।,non-hostile
519,520,कब हिंदुओं भारत दबकर रहना पडेगा । कल सुरक्षित लड़ना होगा । w,hate
520,521,राष्ट्रपति,non-hostile
522,523,साज़िश खेल अब रिया जाएगी जेल देखिए महाभारत सुचरिता कुकरेती शाम बजे रिपब्लिक भारत,non-hostile
523,524,मुसलमान इसाई बन हिंदू बन क्योकिहिन्दू बना नही जाताहिन्दू पैदा पड़ता जय,hate
524,525,सड़क भिड़े लड़कियों गुट जमकर चले लात घूंसे थप्पड़,non-hostile
525,526,न्यू इंडिया सच,fake
526,527,प्रणब दा आखिरी विदाई दिल्ली लोधी रोड श्मशान कोरोना प्रोटोकॉल अंतिम संस्कार गृह मंत्री अमित शाह बोले प्रणब लाने माहिर,non-hostile
527,528,सुशांत केस नया खुलासा श्रुति मोदी वकील सुशांत बहनों प्रॉपर्टी नजर बॉलीवुड इम्तियाज ड्रग्स सप्लाई,non-hostile
528,529,हवा निकल गयी ऑनलाइन । बाकी वो ऑफलाइन गुना बच्चे । इसमे क्या फॉलो होगा पता हमने हकीकत देखी । काग़ज जमीनी हकीकत बहोत फर्क़ । जिद छोड़िये ।,offensive
529,530,मुस्लिम लव जिहाद फस गए जिससे तुम्हारा बोलने तरीका मुस्लिमों ।,offensive
530,531,v सुव्वर सुव्वर बोल हूं मिर्ची तुम्हे क्यों लग साला देश धर्म वो तुम्हारा हमारा कैसे ।,hate
531,532,चीन चुमार घुसपैठ कोशिश भारतीय सेना वाहनों लौटने मजबूर,non-hostile
533,534,भाजपा सीधे साधे भोले भाले कार्यकरता स्वच्छ छवि नेता शाह” इशारे शान्ति पूर्ण तरीके बंगाल रोड़ शो,fake
534,535,रक्षा मंत्री तेहरान ईरान रक्षा मंत्री बैठक अफगानिस्तान द्विपक्षीय सहयोग समेत क्षेत्रीय सुरक्षा मुद्दों चर्चा हुईविवरण,non-hostile
536,537,शहीद आखिरी विदाई भारत चीन बॉर्डर शहीद स्पेशल फ्रंटियर फोर्स कमांडो सैन्य सम्मान अंतिम संस्कार भारत माता जय नारे गूंजे,non-hostile
537,538,मित्रों जरा पता बीस लाख करोड़ सरकार सिर्फ भक्तों बाट क्या साला बीस लाख करोड़ रकम कोरोना वायरस छोटा निकला लेने वाला दिखा देने वाला खैर भाई बहन मिला बताना जरूर,fake
538,539,बहीन लोग मजाक गलत सोचते ऐसी लेंगवेज यूज मत विशेष प्लेटफार्म चलो,defamation
